Type,Timestamp/ms,X,Y,Z
1,30030,5.475662,5.5878754,-6.9909515
1,30091,5.7398224,4.9350433,-8.873596
9,30152,-3.8221552,8.434178,-3.2289534
1,30153,4.8052826,1.0013733,-9.447403
1,30211,-0.7045746,-6.1692505,-11.081848
1,30271,-8.643753,-8.493225,-9.542374
1,30330,-13.029129,-6.0766754,-5.0867615
9,30331,-9.167647,-1.869083,-2.9378836
1,30391,-14.857498,-1.0791779,0.99131775
1,30450,-13.02594,2.737976,3.2275085
9,30511,-9.639103,-0.5198728,-1.728528
1,30512,-12.546295,3.1386108,3.7502441
1,30570,-9.178452,4.1058655,7.4341125
1,30632,-2.3845062,5.1856384,7.6487885
1,30690,4.660034,7.0124207,9.324738
1,30750,10.341476,8.957306,8.264099
9,30751,0.79791105,5.5939903,8.015048
1,30810,6.9832,7.7993164,4.4349823
1,30870,5.1396637,8.431381,1.4039154
9,30929,0.58939165,8.742347,4.4039054
1,30929,3.7127228,7.3907013,-0.56970215
1,30989,1.9106903,5.8775635,-2.299118
1,31050,-2.5983887,3.8137665,-4.404419
9,31111,-9.16869,3.398684,-0.74462146
1,31111,-4.832184,2.353302,-5.418762
1,31170,-8.27504,0.7244415,-7.24234
1,31228,-10.534363,-0.088775635,-7.167328
1,31290,-10.551926,0.6949158,-5.3357544
1,31351,-9.484909,1.640625,-4.829788
9,31351,-9.731253,0.15274557,-1.2040632
1,31409,-8.753891,1.6877136,-2.4786835
1,31469,-8.771439,1.0572357,0.93226624
1,31528,-2.1666412,3.0835419,5.673584
9,31528,-6.4044433,2.9828768,6.8011713
1,31589,5.755783,4.78183,7.175537
1,31648,11.775604,6.4681396,9.803574
9,31709,3.8351254,4.259958,7.95707
1,31710,15.113922,7.1568756,8.564972
1,31769,11.50824,7.203964,6.916168
1,31829,9.307968,6.379547,5.2968903
1,31889,4.7534027,4.7379303,1.1684875
1,31947,2.0032654,1.4961853,-3.8130493
9,31947,-4.36902,8.002713,3.610903
1,32009,-4.793869,-1.2276154,-7.6110535
1,32068,-9.937424,-2.3090057,-9.606216
1,32131,-12.295715,-1.0767822,-7.2471313
9,32131,-9.671574,1.0132264,-1.2666636
1,32189,-12.228668,0.10914612,-6.780258
1,32247,-8.3181305,0.61112976,-0.2576599
1,32308,-0.14512634,2.9710083,2.9154663
9,32309,-1.3776823,6.0691237,7.5787945
1,32368,15.623077,4.995697,2.0567474
1,32428,21.527985,9.078613,2.9042816
1,32487,10.125992,9.4752655,4.8332214
9,32546,1.7210009,7.579681,5.9797144
1,32546,8.549805,6.3755646,1.4238739
1,32608,0.07115173,2.638214,-3.5257416
1,32666,-5.8305664,0.22485352,-7.180084
1,32727,-11.737061,-1.7032776,-10.673233
9,32727,-9.374381,2.8752832,-0.15528098
1,32788,-13.550278,-0.93792725,-8.119415
1,32847,-10.712341,0.6534271,-0.9703369
1,32908,2.1030273,0.1083374,-1.04216
9,32909,2.186842,7.4156175,6.0329695
1,32967,22.41623,7.108185,-2.9607086
1,33027,14.988617,6.8735657,0.041610718
1,33093,6.476425,8.746628,0.43107605
1,33147,6.782898,6.563904,-1.3956909
9,33148,1.8263587,8.48667,4.561934
1,33207,-1.5106201,0.75398254,-5.2910614
1,33265,-8.1896515,-1.1350403,-7.3325195
9,33325,-9.322691,2.3504834,1.9321158
1,33326,-13.598953,-1.3042297,-6.2351837
1,33387,-15.749741,-0.7240448,-6.179306
1,33446,-13.109741,1.9255371,0.8668213
9,33505,-6.246678,4.251438,6.250974
1,33506,-7.203232,5.919876,6.3184204
1,33566,6.406204,12.160751,7.7645264
1,33625,0.9833374,9.700317,4.4980316
1,33685,-2.6997528,6.764221,1.3799744
1,33746,-5.484207,3.6254272,-2.402069
9,33751,-8.001326,4.4271755,3.542499
1,33805,-9.318924,1.2416077,-6.1202545
1,33866,-11.171234,0.9479065,-6.884018
1,33926,-12.348373,1.0891724,-5.2894745
9,33928,-9.644279,1.5756361,0.8219734
1,33986,-10.297348,2.6533813,-4.437134
1,34047,-7.7451324,5.1034393,0.2331543
1,34104,-4.9479065,7.140915,3.1668396
9,34104,-3.890109,7.0009546,5.6589804
1,34164,3.343216,9.724258,1.6002502
1,34224,9.060577,11.268524,-0.19779968
1,34285,2.0671082,7.4058685,-2.5496979
9,34345,-5.0616927,7.5122037,3.7571862
1,34346,-3.5297394,4.573532,-4.2679443
1,34405,-7.1074677,3.0133057,-4.674164
1,34464,-13.662003,1.7228394,-4.1410522
9,34525,-9.097909,2.9625788,2.1497822
1,34526,-13.520737,3.9853516,-1.7077484
1,34583,-11.334045,5.563919,0.9905243
1,34643,-6.1513824,7.3755493,2.2626343
9,34704,-2.4356227,8.421615,4.39483
1,34705,1.2746277,9.191147,0.580307
1,34763,5.074234,9.974838,-2.1921692
1,34824,1.3839569,7.214325,-3.3038788
1,34883,-4.962265,4.521652,-3.4403381
1,34942,-9.745087,3.268692,-2.5497131
9,34943,-8.305702,4.760347,2.1271586
1,35003,-13.385864,3.08992,-1.5002441
1,35066,-15.033081,3.2216034,-1.6271362
9,35124,-8.479258,4.3760724,2.2633102
1,35124,-11.84639,4.39476,0.62101746
1,35183,-6.8728333,5.401123,-0.06213379
1,35243,0.26826477,7.4521484,-1.3717651
1,35302,6.142044,9.819229,-3.6853485
9,35302,-2.4935455,9.237875,2.1480896
1,35364,3.5810394,8.278961,-4.7092743
1,35422,-1.12117,5.373184,-3.0317383
1,35486,-9.037201,2.4626312,-1.9766998
9,35542,-9.060413,3.4734845,1.4192244
1,35542,-15.149597,1.7531586,-1.0932312
1,35603,-14.856705,3.1146545,-0.9304352
1,35662,-11.144897,4.7937927,0.26826477
1,35723,-8.140167,5.713974,0.44862366
9,35723,-7.735714,5.654859,2.0860705
1,35781,-2.4778748,7.729889,-0.32310486
1,35841,2.5028534,9.135284,-2.455536
1,35903,-0.22573853,6.3133087,-3.4403534
9,35903,-7.812687,5.81106,1.1678602
1,35962,-6.6900787,3.2120209,-3.2049255
1,36022,-12.402649,1.0660248,-1.9104614
1,36081,-15.251755,1.285492,-1.315094
9,36143,-9.379967,2.1012213,1.9420327
1,36143,-10.1145935,4.015686,0.87638855
1,36202,-7.5559845,4.4402466,0.5811157
1,36261,-8.071533,3.634201,1.6912231
9,36322,-8.915493,1.9437507,3.592521
1,36322,-8.663696,3.279068,1.3791809
1,36381,-10.380341,2.7331848,2.9785004
1,36442,-8.777023,3.496933,4.0359497
1,36512,-8.746704,3.565567,3.312088
9,36512,-8.683376,1.7607342,4.2034726
1,36561,-7.3548737,3.826538,3.7191162
1,36720,-5.8138123,4.479355,7.248169
1,36780,-5.7204285,3.9135284,6.32959
1,36842,-4.291092,4.516861,7.3247833
1,36901,-5.4235535,3.2367706,7.122864
9,36902,-6.736844,3.6854584,6.0994034
1,36961,-4.826599,2.8097992,8.175522
1,37022,-4.076416,1.6717529,8.854675
1,37081,-3.0812225,1.3006592,9.167526
1,37140,-1.9878693,1.9662476,9.473984
9,37141,-4.817012,2.7251413,8.095701
1,37201,-0.6104126,2.3006287,9.62561
1,37262,-0.16108704,2.307022,9.685471
1,37321,-0.2967682,2.104309,9.901733
9,37322,-2.7638588,2.2563415,9.134571
1,37380,-0.2448883,1.9423065,9.808365
1,37441,-0.7077637,1.8609009,9.512283
1,37501,-0.71336365,1.7898712,9.641571
9,37502,-2.0802646,2.102863,9.349912
1,37561,-0.3270874,2.0644073,9.398163
1,37622,-0.46995544,2.2232208,9.340698
1,37681,0.042404175,2.4418945,9.408539
1,37741,-0.12837219,2.5001526,9.27446
9,37743,-1.7265604,2.223867,9.393817
1,37800,0.00012207031,2.5959167,9.349472
1,37863,-0.06851196,2.4371033,9.382996
9,37920,-1.4256071,2.359339,9.411246
1,37921,0.11024475,2.6477966,9.349472
1,37979,-0.19062805,2.5001526,9.468384
1,38040,0.18925476,2.7076416,9.156357
1,38100,0.0847168,2.739563,9.2217865
9,38101,-1.1857479,2.465571,9.41729
1,38160,0.013687134,2.6398163,9.3558655
1,38221,0.12860107,2.6102753,9.200241
1,38279,0.04321289,2.5911255,9.414917
9,38340,-0.95816964,2.4610746,9.444332
1,38341,0.2331543,2.6262512,9.394165
1,38401,0.37998962,2.7355804,9.2217865
1,38460,0.17329407,2.6342163,9.470779
9,38520,-0.80162495,2.420558,9.469356
1,38521,0.2666626,2.5193024,9.3007965
1,38578,0.26986694,2.5488281,9.310364
1,38639,0.18048096,2.5033417,9.534637
1,38700,0.42868042,2.5017548,9.314362
9,38700,-0.65573114,2.3772418,9.491529
1,38758,0.29141235,2.5727692,9.454025
1,38818,0.25230408,2.4442902,9.315964
1,38878,0.33529663,2.4993439,9.278442
9,38939,-0.56587195,2.3850675,9.495348
1,38939,0.26507568,2.4730225,9.418106
1,39001,0.23155212,2.3916168,9.458008
1,39059,0.40074158,2.5480347,9.254501
9,39119,-0.49239892,2.3713882,9.502865
1,39120,0.29858398,2.5105286,9.4244995
1,39178,0.31056213,2.4434967,9.355057
1,39238,0.39196777,2.466629,9.311966
9,39299,-0.20918301,2.3974338,9.506784
1,39300,0.15574646,2.3684692,9.541809
1,39358,0.38957214,2.4474792,9.304779
1,39418,0.332901,2.4315186,9.321548
1,39479,0.23234558,2.394806,9.481155
9,39539,-0.021385292,2.406497,9.506771
1,39540,0.40634155,2.3940125,9.32634
1,39600,0.36402893,2.4586487,9.411728
1,39658,0.24511719,2.3062134,9.44046
1,39718,0.43426514,2.4331055,9.292007
9,39719,0.10721733,2.4044185,9.506717
1,39778,0.30577087,2.3700714,9.5082855
1,39838,0.28901672,2.322174,9.351868
1,39898,0.49971008,2.4283295,9.297607
9,39899,0.19779204,2.3901026,9.508874
1,39957,0.34727478,2.4123688,9.564163
1,40017,0.4143219,2.3373413,9.368637
1,40077,0.41111755,2.4482727,9.356659
9,40137,0.26588604,2.3948042,9.50603
1,40138,0.25709534,2.3245697,9.447632
1,40197,0.42388916,2.3477173,9.270462
1,40257,0.40634155,2.4003906,9.4739685
1,40317,0.2778473,2.2990417,9.493927
9,40318,0.31426919,2.392459,9.505144
1,40377,0.5180664,2.4115753,9.204224
1,40437,0.32333374,2.397995,9.480362
1,40498,0.35606384,2.279892,9.411728
9,40498,0.3532519,2.3924553,9.503776
1,40556,0.51486206,2.3884125,9.308777
1,40617,0.33929443,2.3812408,9.56575
1,40677,0.37998962,2.274292,9.26329
1,40736,0.6034546,2.473816,9.390976
9,40736,0.37968186,2.3780398,9.506374
1,40798,0.25868225,2.267105,9.57692
1,40856,0.5036926,2.317398,9.298401
1,40917,0.39196777,2.405182,9.323944
9,40918,0.38165227,2.3717217,9.507874
1,40976,0.31614685,2.2655182,9.406143
1,41036,0.54759216,2.387619,9.438065
1,41098,0.41111755,2.341339,9.487549
9,41099,0.39556977,2.3485475,9.513056
1,41156,0.30418396,2.2256165,9.378204
1,41215,0.47097778,2.3389435,9.316757
1,41274,0.2738495,2.2719116,9.490738
1,41334,0.456604,2.3006287,9.352676
9,41334,0.39879698,2.3378308,9.515561
1,41394,0.54759216,2.387619,9.419708
1,41454,0.27305603,2.2591248,9.544205
1,41515,0.4981079,2.2647247,9.3055725
9,41516,0.4129654,2.3455963,9.513045
1,41576,0.3496704,2.3357544,9.454819
1,41635,0.34806824,2.2471619,9.436462
1,41694,0.501297,2.3588867,9.343887
9,41694,0.38817897,2.3281689,9.518368
1,41756,0.27226257,2.2647247,9.4396515
1,41815,0.3496704,2.2240143,9.414124
1,41874,0.46220398,2.3644714,9.36145
9,41935,0.39149427,2.3191202,9.520441
1,41935,0.39515686,2.33255,9.511475
1,41995,0.4159088,2.3086243,9.369431
1,42054,0.44145203,2.3469238,9.331116
1,42116,0.2578888,2.2423706,9.562561
9,42117,0.40338188,2.3404357,9.514727
1,42174,0.422287,2.3126068,9.251312
1,42234,0.46299744,2.3940125,9.410919
9,42294,0.40351978,2.3504715,9.512247
1,42295,0.3456726,2.3237762,9.479553
1,42354,0.52604675,2.363678,9.349472
1,42414,0.32014465,2.3070068,9.46759
1,42475,0.28901672,2.2256165,9.412521
1,42535,0.45661926,2.3732605,9.269669
9,42536,0.40648463,2.364959,9.508529
1,42592,0.3887787,2.3804474,9.536224
1,42653,0.3991394,2.3205872,9.3606415
1,42714,0.48612976,2.3509064,9.352676
9,42715,0.40064332,2.3577402,9.51057
1,42774,0.2953949,2.3325653,9.575333
1,42835,0.39515686,2.2655182,9.188263
9,42894,0.39497775,2.3475945,9.513316
1,42895,0.49012756,2.4378967,9.482758
1,42953,0.23794556,2.2559357,9.481949
1,43013,0.46220398,2.2894592,9.30159
1,43073,0.43266296,2.3892212,9.4244995
9,43134,0.39274588,2.331872,9.517275
1,43134,0.31854248,2.2615356,9.49472
1,43193,0.5084839,2.3477173,9.324738
1,43253,0.3153534,2.3277588,9.454819
9,43312,0.4085751,2.3406117,9.514462
1,43313,0.3440857,2.2032623,9.402145
1,43373,0.5515747,2.3884277,9.422104
1,43433,0.32731628,2.3141937,9.454819
1,43493,0.36483765,2.2343903,9.343887
9,43493,0.408171,2.3450158,9.513395
1,43552,0.46618652,2.3588867,9.437271
1,43613,0.2419281,2.2328033,9.449234
1,43672,0.51486206,2.3197784,9.307175
1,43731,0.4063263,2.3852234,9.426086
9,43732,0.3994416,2.3336809,9.516553
1,43791,0.37361145,2.2351837,9.509888
1,43852,0.5428009,2.366867,9.339111
1,43912,0.288208,2.287857,9.48436
9,43913,0.41019633,2.3271976,9.517682
1,43972,0.36721802,2.2463684,9.338303
1,44032,0.51327515,2.3628845,9.335114
1,44092,0.283432,2.2527466,9.551392
9,44093,0.41755953,2.3236356,9.518232
1,44151,0.45741272,2.2750854,9.365433
1,44211,0.45422363,2.3764496,9.30159
1,44271,0.4230957,2.2687073,9.548996
1,44331,0.49891663,2.2926483,9.418106
9,44332,0.43646723,2.3253517,9.516965
1,44391,0.511673,2.3365479,9.363052
1,44450,0.3025818,2.22641,9.50589
9,44511,0.45717773,2.3275323,9.51546
1,44512,0.57632446,2.3046265,9.312759
1,44571,0.44943237,2.3373413,9.495529
1,44631,0.35446167,2.193695,9.411728
1,44691,0.5779114,2.3373413,9.307175
9,44692,0.4536369,2.3195164,9.517586
1,44749,0.38079834,2.2822723,9.5976715
1,44809,0.49331665,2.2806854,9.316757
1,44871,0.5858917,2.374054,9.412521
1,44931,0.28741455,2.2048645,9.510681
9,44932,0.45208472,2.3089712,9.520224
1,44989,0.4478302,2.2312012,9.303192
1,45050,0.5172577,2.353302,9.470779
1,45110,0.35604858,2.2423706,9.506699
9,45111,0.44188425,2.3012977,9.52256
1,45170,0.4933319,2.281479,9.339096
1,45230,0.36323547,2.2782898,9.49472
9,45290,0.4241555,2.3116744,9.520853
1,45291,0.2866211,2.2096558,9.271271
1,45350,0.501297,2.3229828,9.373413
1,45411,0.377594,2.2910461,9.56575
1,45470,0.45820618,2.2870636,9.397369
1,45530,0.48614502,2.3365479,9.32872
9,45531,0.41724908,2.3069758,9.522298
1,45589,0.2778473,2.2359924,9.525848
1,45648,0.42468262,2.25354,9.341492
1,45709,0.5340271,2.3892212,9.427689
9,45711,0.41644844,2.3060362,9.522559
1,45769,0.3065796,2.2559357,9.490738
1,45829,0.44145203,2.2591248,9.32074
9,45889,0.4139031,2.309912,9.521731
1,45890,0.3887787,2.3102112,9.421295
1,45949,0.2993927,2.2016754,9.497116
1,46010,0.5396118,2.3565063,9.25531
1,46069,0.32652283,2.308609,9.493927
1,46129,0.36244202,2.204071,9.455627
9,46129,0.41453838,2.3112245,9.521386
1,46189,0.5515747,2.3716583,9.297607
1,46248,0.3209381,2.284668,9.588104
1,46308,0.41990662,2.2734985,9.25531
9,46309,0.41636962,2.320644,9.519015
1,46368,0.4765625,2.3461304,9.430878
1,46428,0.2778473,2.2096558,9.559372
9,46488,0.40609002,2.322091,9.519106
1,46488,0.4733734,2.3014374,9.273666
1,46550,0.422287,2.366867,9.463593
1,46614,0.26348877,2.1944885,9.414917
1,46666,0.51885986,2.3341522,9.348679
1,46728,0.33210754,2.3150024,9.5633545
9,46729,0.3870482,2.3036752,9.524372
1,46787,0.2618866,2.138626,9.3423
1,46848,0.40792847,2.3165894,9.310379
1,46907,0.17329407,2.1889038,9.592087
9,46908,0.3385797,2.2717443,9.533883
1,46967,0.26426697,2.1330414,9.339096
1,47029,0.2953949,2.2288055,9.3901825
9,47089,0.24912511,2.219591,9.548912
1,47090,-0.33348083,1.6278687,9.6423645
1,47146,-1.6782227,0.057266235,9.710999
1,47208,-2.9750824,-1.0249176,10.291199
1,47268,-3.1378784,-0.76474,10.115616
9,47328,-0.9992726,1.5903918,9.625097
1,47329,-2.522583,-0.100753784,9.243332
1,47388,-1.2424774,1.1194916,7.980789
1,47447,0.3313141,2.287857,8.540237
9,47508,-0.45390153,1.2782358,9.712388
1,47508,2.326477,2.8018188,8.069382
1,47567,4.394272,2.5991058,10.880966
1,47626,4.6233215,2.1067047,9.342285
9,47685,1.8864768,1.886259,9.436823
1,47686,3.7286835,1.4977722,9.0533905
1,47745,3.6792145,1.1865387,8.347107
1,47805,2.8835297,0.5736084,11.553741
1,47865,0.98254395,1.6925049,9.433273
1,47925,0.34248352,2.3477173,9.525848
9,47925,1.8781989,0.9573547,9.577381
1,47984,1.4637756,1.3844452,9.733353
1,48045,2.3623962,1.006958,9.149963
9,48104,1.6472503,1.2752208,9.582837
1,48105,2.108612,1.0492706,9.107666
1,48166,2.0559387,1.2447968,9.232956
1,48225,1.8731842,1.5305023,9.406937
1,48285,1.4996796,1.7890778,9.927277
9,48285,1.4948189,1.5146315,9.572972
1,48345,1.1581116,1.9111786,9.710205
1,48405,1.1764679,2.0795746,9.285629
1,48465,1.4134979,2.1170807,8.862656
1,48525,1.3049622,2.1713562,9.268082
9,48526,1.4386059,1.8728311,9.518052
1,48584,1.4111023,2.2232208,9.737335
1,48644,1.4111023,2.0173187,9.418106
1,48706,1.576294,2.1027222,9.196243
9,48708,1.446884,1.9378188,9.5037775
1,48765,1.316925,2.238388,9.37262
1,48824,1.3241119,2.2583313,9.296005
9,48885,1.4253435,1.98282,9.497747
1,48886,1.3608246,2.2519531,9.39975
1,48944,1.4286499,2.2319946,9.329529
1,49005,1.4948883,2.121872,9.276855
1,49065,1.2658539,2.318985,9.57373
9,49125,1.3762261,2.0712426,9.486114
1,49126,1.2658539,2.3892212,9.017487
1,49184,1.248291,2.3118134,9.347092
1,49243,1.2945862,2.3245697,9.452423
1,49305,1.4980927,2.1601715,9.259293
9,49306,1.3741643,2.0601265,9.488832
1,49364,1.3815765,2.1992798,9.362244
1,49424,1.258667,2.3796387,9.529831
1,49483,1.2642517,2.2910614,9.082123
9,49483,1.384967,2.1241405,9.473135
1,49544,1.3320923,2.2790833,9.533035
1,49605,1.4158783,2.238388,9.286423
1,49663,1.46138,2.1896973,9.237747
9,49724,1.3779228,2.1714528,9.46343
1,49727,1.3472595,2.2455597,9.550598
1,49784,1.3759766,2.2679138,9.216995
1,49843,1.4111023,2.2032623,9.232162
1,49905,1.3312988,2.2974396,9.541016
9,49906,1.3858626,2.1918015,9.457578
1,49963,1.2969666,2.2806854,9.207413
1,50024,1.3592224,2.172943,9.447632
1,50084,1.4238586,2.2527466,9.371826
9,50084,1.3756886,2.22981,9.450175
1,50159,1.3632202,2.2208252,9.138794
1,50204,1.2626495,2.2447662,9.580124
1,50262,1.3855591,2.243164,9.276855
1,50323,1.3360748,2.2032776,9.299194
9,50326,1.3754557,2.2217968,9.452096
1,50383,1.3967285,2.1912994,9.48674
1,50442,1.4015198,2.250351,9.206619
9,50504,1.3803595,2.2133646,9.453361
1,50505,1.3488464,2.1673584,9.377411
1,50563,1.3488464,2.2328033,9.434067
1,50622,1.2155762,2.2511444,9.085312
9,50682,1.3396571,2.135919,9.477001
1,50683,1.1724701,2.1521912,9.157135
1,50742,1.1477356,2.018921,8.352692
1,50801,0.9202881,1.3046417,9.522659
1,50862,0.30895996,0.5935669,10.294388
9,50920,0.09987284,0.8169621,9.772051
1,50921,-0.1946106,0.51934814,11.242493
1,50980,-0.23851013,0.7619629,9.382996
1,51042,0.11343384,0.88327026,9.145966
1,51102,0.097473145,0.6510315,9.606461
9,51103,0.26870576,0.774562,9.772321
1,51161,0.3584442,0.4666748,9.683868
1,51221,0.3440857,0.5919647,9.943237
9,51281,0.40404412,0.8000157,9.765609
1,51282,0.28182983,0.6901398,9.405334
1,51341,0.41351318,0.6222992,9.382202
1,51401,0.39117432,0.6542206,9.954407
1,51461,0.26586914,0.59994507,9.632782
1,51521,0.3744049,0.6629944,9.613632
9,51522,0.41383913,0.80085665,9.765129
1,51581,0.3201294,0.7611542,9.764465
1,51641,0.37042236,0.70210266,9.264084
9,51701,0.41935307,0.84163517,9.761464
1,51702,0.35365295,0.72683716,9.821136
1,51760,0.32572937,0.8066406,9.624008
1,51819,0.38319397,0.7028961,9.445251
1,51880,0.39117432,0.8106384,9.730957
9,51881,0.3844443,0.8993617,9.757753
1,51941,0.22676086,0.8433533,9.662323
1,52000,0.30497742,0.87687683,9.49791
1,52060,0.25230408,0.9534912,9.7317505
9,52119,0.35830727,0.9368048,9.755225
1,52119,0.35446167,0.85453796,9.371826
1,52179,0.23634338,0.9303436,9.4795685
1,52238,0.20281982,0.92715454,9.865829
9,52299,0.28845534,0.94224906,9.757015
1,52300,0.2531128,0.84336853,9.51149
1,52359,0.17967224,0.89123535,9.847473
1,52420,0.21559143,0.8082428,9.718979
1,52480,0.29141235,1.017334,9.869812
9,52481,0.33589923,0.9864503,9.751127
1,52539,0.40872192,1.0636292,9.987137
1,52599,0.2953949,1.2336273,9.703018
1,52659,0.39994812,0.9949951,9.537827
9,52720,0.5151421,1.2546105,9.712413
1,52721,-0.5593262,-0.2013092,9.126816
1,52780,0.5858917,-0.5731964,9.735748
1,52837,0.7965851,0.22964478,9.699036
1,60807,0.411911,3.0276794,9.228958
1,60833,-0.038986206,2.8696594,9.357452
1,60892,0.08232117,3.0157013,8.771683
1,60952,0.07194519,2.8760376,9.534622
1,61013,0.15574646,2.8042145,9.147568
9,61013,0.23675269,2.9659836,9.344372
1,61073,0.1469574,2.7595215,9.3798065
1,61132,0.37361145,2.7060547,9.153946
1,61192,0.2738495,2.5831451,9.248917
1,61253,0.45581055,2.6821136,9.375015
9,61253,0.30687872,2.8493793,9.378552
1,61312,0.42388916,2.6541748,9.181885
1,61372,0.5523834,2.579956,9.104477
1,61432,0.56674194,2.4825897,9.450027
9,61433,0.58770496,2.6219597,9.431348
1,61492,0.7478943,2.3277588,9.352661
1,61552,0.9673767,2.066803,9.460419
1,61612,0.9490204,2.0747833,9.6080475
9,61612,0.80773336,2.376114,9.480086
1,61672,0.90592957,2.2734985,9.315155
1,61732,0.5914917,2.3972015,8.995132
1,61792,0.70640564,2.156189,9.607254
1,61851,0.92108154,1.7683258,9.201035
9,61852,0.74318975,2.2332997,9.52
1,61912,1.0152588,1.6342468,9.560959
1,61972,0.6473541,1.6917114,9.493927
1,62031,0.68006897,1.4171753,9.246521
9,62035,0.645753,1.604915,9.652857
1,62091,0.32733154,1.0756073,9.651947
1,62151,0.52046204,0.61990356,9.851456
1,62211,0.44384766,0.29508972,9.884186
9,62211,0.3935638,0.72428375,9.771945
1,62271,0.5467987,0.25758362,9.876205
1,62333,0.33529663,0.40522766,9.587296
1,62393,0.3241272,0.46907043,9.533035
1,62452,0.26905823,0.44831848,9.700623
9,62453,0.37363943,0.7028595,9.774291
1,62512,0.41749573,0.39645386,9.668701
1,62571,0.40153503,0.38127136,9.529831
1,62633,0.32733154,0.40522766,9.7948
9,62633,0.36038905,0.6709822,9.777029
1,62692,0.332901,0.4914093,9.4843445
1,62752,0.35206604,0.37968445,9.611237
9,62811,0.34232137,0.6484098,9.779201
1,62811,0.3656311,0.39085388,9.925674
1,62872,0.30897522,0.46507263,9.458817
1,62932,0.15574646,0.46907043,10.3311
1,62992,-0.7652283,0.73721313,11.818695
1,63051,-0.5146332,1.5057526,11.858612
9,63052,-0.2426333,1.9878678,9.599995
1,63111,-1.1985779,3.623825,8.118057
1,63172,-0.6279602,5.499283,6.9281464
9,63231,-0.9578769,6.776673,7.0235014
1,63232,-0.6455231,6.4410095,5.324829
1,63294,0.05996704,7.341217,4.0383453
1,63351,-0.5401764,7.8847046,4.2027435
1,63412,-0.80752563,7.994049,5.2521973
9,63413,-0.88738173,7.5324893,6.2164736
1,63470,-1.3893127,7.8743286,5.7685547
1,63530,-1.0206146,7.519989,6.6376495
1,63591,-0.95677185,7.133728,6.7094727
1,63651,-1.1283569,7.212738,6.7717133
9,63652,-0.88585407,7.0178423,6.792315
1,63709,-1.0357666,7.2358856,6.921753
1,63770,-0.9248352,7.151291,6.3471527
1,63830,-0.9966736,7.259018,6.485214
9,63834,-0.8857181,6.990302,6.8206725
1,63889,-1.0269928,7.2310944,6.4125977
1,63950,-0.79156494,7.1999664,5.39505
1,64010,-0.7397003,6.832062,5.0558777
9,64011,-0.65442085,6.290286,7.494959
1,64069,-0.15631104,5.575897,6.1204987
1,64130,0.53482056,3.1785126,8.7716675
1,64191,0.36083984,1.6446228,9.9791565
9,64250,0.9200932,1.5883732,9.633322
1,64251,0.86761475,0.63427734,11.317505
1,64309,1.292984,-0.12628174,10.611221
1,64372,1.5675201,-0.45588684,10.457993
1,64430,1.4470062,-0.37208557,9.935257
9,64431,1.4828162,-0.06306059,9.693692
1,64490,1.4933014,-0.21887207,9.574539
1,64549,1.4015198,-0.11352539,10.246506
9,64609,1.1470761,0.72884315,9.712023
1,64612,1.2562714,0.020553589,10.636765
1,64672,0.927475,-0.35054016,13.443558
1,64730,-0.0022735596,1.6294556,10.050171
1,64789,-0.65509033,4.6700897,6.507553
9,64849,-0.28008193,6.4112754,7.4153543
1,64850,-0.26643372,6.532776,4.533142
1,64909,0.18367004,8.413834,0.39196777
1,64969,-0.34146118,8.013992,1.5244293
9,65029,0.1433383,6.258998,7.5481644
1,65030,-0.5345917,6.149704,4.762192
1,65089,-0.18981934,3.097107,8.522675
1,65148,1.1836548,0.38926697,12.084457
9,65208,0.7407476,1.4592954,9.669133
1,65209,1.8229065,-0.6378479,13.706924
1,65268,0.6066437,0.5241394,12.509827
1,65328,-0.2927704,2.4762115,10.315933
1,65388,-0.5369873,3.7251892,8.556198
9,65449,0.16156767,4.5208225,8.700945
1,65449,0.25949097,5.1585083,5.283325
1,65508,-0.0070648193,5.583084,5.2378387
1,65569,-0.22413635,5.326111,7.1938934
9,65628,0.37051147,4.053263,8.922116
1,65629,-0.19221497,4.3548584,8.3407135
1,65687,0.012084961,3.0859222,8.875427
1,65750,0.63298035,1.9813995,10.18425
1,65808,0.585907,1.2910767,10.364624
9,65809,0.52798164,1.6444196,9.653368
1,65867,0.4103241,1.0931549,10.61441
1,65928,0.13020325,1.3637085,10.0733185
1,65988,0.22277832,1.457077,9.744522
1,66047,0.3688202,1.525711,8.976776
9,66048,0.5770259,1.4326997,9.684256
1,66108,0.3408966,1.4514923,9.620026
1,66167,0.36323547,1.4211578,9.6527405
1,66227,0.33210754,1.3621063,9.465195
9,66228,0.60084796,1.3386909,9.696251
1,66287,0.417511,1.3166199,9.81395
1,66346,0.43666077,1.3206024,9.376617
9,66407,0.6200029,1.2256023,9.709989
1,66408,0.43426514,1.2248383,9.463608
1,66467,0.44863892,1.2256317,9.88179
1,66526,0.39196777,1.2160645,9.495529
1,66587,0.4031372,1.164978,9.512283
9,66645,0.61354053,1.151245,9.719495
1,66645,0.37760925,1.2128601,9.861038
1,66706,0.41830444,1.146637,9.419708
1,66767,0.51008606,1.1338501,9.647156
1,66828,0.3241272,1.2495728,9.701431
9,66828,0.617028,1.1518165,9.719208
1,66887,0.4510193,1.1849365,9.347076
1,66944,0.44303894,1.1075287,9.680679
9,67006,0.6171084,1.1301862,9.721741
